id	name	description	synonyms	organism
ENSG00000136160	EDNRB	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]	["ABCDS", "EDNRB", "ENTREZ:1910", "ET-B", "ET-BR", "ETB", "ETB1", "ETBR", "ETRB", "HGNC:3180", "HSCR", "HSCR2", "MIM:131244", "NM_000115", "NM_001122659", "NM_001201397", "NM_003991", "NP_000106", "NP_001116131", "NP_001188326", "NP_003982", "NR_047024", "WS4A", "endothelin receptor type B"]	NCBI:txid9606
ENSG00000136206	SPDYE1	speedy/RINGO cell cycle regulator family member E1 [Source:HGNC Symbol;Acc:HGNC:16408]	["ENTREZ:285955", "HGNC:16408", "MIM:617623", "NM_001378423", "NM_175064", "NP_001365352", "NP_778234", "Ringo1", "SPDYB2L2", "SPDYE", "SPDYE1", "WBSCR19", "XM_017012015", "XM_017012016", "XM_017012017", "XP_016867504", "XP_016867505", "XP_016867506", "speedy/RINGO cell cycle regulator family member E1"]	NCBI:txid9606
ENSG00000136238	RAC1	Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]	["ENTREZ:5879", "HGNC:9801", "MIG5", "MIM:602048", "MRD48", "NM_006908", "NM_018890", "NM_198829", "NP_008839", "NP_061485", "RAC1", "Rac family small GTPase 1", "Rac-1", "TC-25", "p21-Rac1"]	NCBI:txid9606
ENSG00000136240	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]	["ELP-1", "ELP1", "ENTREZ:11014", "ERD2.2", "HGNC:6305", "KDEL endoplasmic reticulum protein retention receptor 2", "KDELR2", "MIM:609024", "NM_001100603", "NM_006854", "NP_001094073", "NP_006845", "OI21"]	NCBI:txid9606
ENSG00000136244	IL6	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]	["BSF-2", "BSF2", "CDF", "ENTREZ:3569", "HGF", "HGNC:6018", "HSF", "IFN-beta-2", "IFNB2", "IL-6", "IL6", "MIM:147620", "NM_000600", "NM_001318095", "NM_001371096", "NP_000591", "NP_001305024", "NP_001358025", "XM_005249745", "XM_011515390", "XP_005249802", "XP_011513692", "interleukin 6"]	NCBI:txid9606
ENSG00000136280	CCM2	CCM2 scaffold protein [Source:HGNC Symbol;Acc:HGNC:21708]	["C7orf22", "CCM2 scaffold protein", "CCM2", "ENTREZ:83605", "HGNC:21708", "MIM:607929", "NM_001029835", "NM_001167934", "NM_001167935", "NM_001363458", "NM_001363459", "NM_031443", "NP_001025006", "NP_001161406", "NP_001161407", "NP_001350387", "NP_001350388", "NP_113631", "NR_030770", "OSM", "PP10187", "XM_006715785", "XM_006715786", "XM_011515561", "XM_011515563", "XM_017012671", "XM_017012672", "XM_017012673", "XP_006715848", "XP_006715849", "XP_011513863", "XP_011513865", "XP_016868160", "XP_016868161", "XP_016868162", "XR_428088"]	NCBI:txid9606
ENSG00000136352	NKX2-1	NK2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11825]	["BCH", "BHC", "ENTREZ:7080", "HGNC:11825", "MIM:600635", "NK-2", "NK2 homeobox 1", "NKX2-1", "NKX2.1", "NKX2A", "NMTC1", "NM_001079668", "NM_003317", "NP_001073136", "NP_003308", "T/EBP", "TEBP", "TITF1", "TTF-1", "TTF1"]	NCBI:txid9606
ENSG00000136367	ZFHX2	zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152]	["ENTREZ:85446", "HGNC:20152", "MARSIS", "MIM:617828", "NM_033400", "NP_207646", "XM_005268135", "XM_011537245", "XM_011537246", "XM_011537247", "XM_011537252", "XM_017021714", "XM_017021715", "XM_017021716", "XM_017021718", "XP_005268192", "XP_011535547", "XP_011535548", "XP_011535549", "XP_011535554", "XP_016877203", "XP_016877204", "XP_016877205", "XP_016877207", "ZFH-5", "ZFH5", "ZFHX2", "ZNF409", "zinc finger homeobox 2"]	NCBI:txid9606
ENSG00000136381	IREB2	iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115]	["ACO3", "ENTREZ:3658", "HGNC:6115", "IRE-BP 2", "IRE-BP2", "IREB2", "IRP2", "IRP2AD", "MIM:147582", "NDCAMA", "NM_001320941", "NM_001320942", "NM_001320943", "NM_001354994", "NM_004136", "NP_001307870", "NP_001307871", "NP_001307872", "NP_001341923", "NP_004127", "iron responsive element binding protein 2"]	NCBI:txid9606
ENSG00000136383	ALPK3	alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574]	["ALPK3", "CMH27", "ENTREZ:57538", "HGNC:17574", "MAK", "MIDORI", "MIM:617608", "NM_020778", "NP_065829", "alpha kinase 3"]	NCBI:txid9606
ENSG00000136425	CIB2	calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]	["CIB2", "DFNB48", "ENTREZ:10518", "HGNC:24579", "KIP2", "MIM:605564", "NM_001271888", "NM_001271889", "NM_001301224", "NM_006383", "NP_001258817", "NP_001258818", "NP_001288153", "NP_006374", "NR_125435", "USH1J", "XM_005254126", "XM_006720374", "XM_011521161", "XP_005254183", "XP_006720437", "XP_011519463", "XR_001751051", "calcium and integrin binding family member 2"]	NCBI:txid9606
ENSG00000136436	CALCOCO2	calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912]	["CALCOCO2", "ENTREZ:10241", "HGNC:29912", "MIM:604587", "NDP52", "NM_001261390", "NM_001261391", "NM_001261393", "NM_001261395", "NM_005831", "NP_001248319", "NP_001248320", "NP_001248322", "NP_001248324", "NP_005822", "calcium binding and coiled-coil domain 2"]	NCBI:txid9606
ENSG00000136457	CHAD	chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909]	["CHAD", "ENTREZ:1101", "HGNC:1909", "MIM:602178", "NM_001267", "NP_001258", "SLRR4A", "XM_011524214", "XP_011522516", "chondroadherin"]	NCBI:txid9606
ENSG00000136463	TACO1	translational activator of cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:24316]	["CCDC44", "ENTREZ:51204", "HGNC:24316", "MC4DN8", "MIM:612958", "NM_016360", "NP_057444", "TACO1", "translational activator of cytochrome c oxidase I"]	NCBI:txid9606
ENSG00000136492	BRIP1	BRCA1 interacting helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]	["BACH1", "BRCA1 interacting helicase 1", "BRIP1", "ENTREZ:83990", "FANCJ", "HGNC:20473", "MIM:605882", "NM_032043", "NP_114432", "OF", "XM_011525332", "XM_011525333", "XM_011525334", "XM_011525335", "XM_011525336", "XM_011525337", "XM_011525338", "XM_011525339", "XM_011525340", "XM_011525341", "XM_017025200", "XM_017025201", "XM_017025202", "XM_017025203", "XP_011523634", "XP_011523635", "XP_011523636", "XP_011523637", "XP_011523638", "XP_011523639", "XP_011523640", "XP_011523641", "XP_011523642", "XP_011523643", "XP_016880689", "XP_016880690", "XP_016880691", "XP_016880692"]	NCBI:txid9606
ENSG00000136531	SCN2A	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]	["BFIC3", "BFIS3", "BFNIS", "DEE11", "EA9", "EIEE11", "ENTREZ:6326", "HBA", "HBSCI", "HBSCII", "HGNC:10588", "MIM:182390", "NAC2", "NM_001040142", "NM_001040143", "NM_001371246", "NM_001371247", "NM_021007", "NP_001035232", "NP_001035233", "NP_001358175", "NP_001358176", "NP_066287", "Na(v)1.2", "Nav1.2", "SCN2A", "SCN2A1", "SCN2A2", "XM_017004656", "XM_017004657", "XM_017004658", "XM_017004659", "XM_024453037", "XP_016860145", "XP_016860146", "XP_016860147", "XP_016860148", "XP_024308805", "sodium voltage-gated channel alpha subunit 2"]	NCBI:txid9606
ENSG00000136535	TBR1	T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590]	["ENTREZ:10716", "HGNC:11590", "IDDAS", "MIM:604616", "NM_006593", "NP_006584", "T-box brain transcription factor 1", "TBR-1", "TBR1", "TES-56"]	NCBI:txid9606
ENSG00000136546	SCN7A	sodium voltage-gated channel alpha subunit 7 [Source:HGNC Symbol;Acc:HGNC:10594]	["ENTREZ:6332", "HGNC:10594", "MIM:182392", "NM_002976", "NP_002967", "NR_045628", "NaG", "Nav2.1", "Nav2.2", "SCN6A", "SCN7A", "XM_006712680", "XM_006712682", "XM_011511615", "XM_017004667", "XP_006712743", "XP_006712745", "XP_011509917", "XP_016860156", "sodium voltage-gated channel alpha subunit 7"]	NCBI:txid9606
ENSG00000136560	TANK	TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]	["ENTREZ:10010", "HGNC:11562", "I-TRAF", "ITRAF", "MIM:603893", "NM_001199135", "NM_004180", "NM_133484", "NP_001186064", "NP_004171", "NP_597841", "TANK", "TRAF family member associated NFKB activator", "TRAF2", "XM_005246207", "XM_017003093", "XM_017003094", "XM_017003095", "XM_017003096", "XM_017003097", "XM_024452333", "XM_024452335", "XM_024452337", "XP_005246264", "XP_016858582", "XP_016858583", "XP_016858584", "XP_016858585", "XP_016858586", "XP_024308101", "XP_024308103", "XP_024308105"]	NCBI:txid9606
ENSG00000136573	BLK	BLK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1057]	["BLK proto-oncogene", "Src family tyrosine kinase", "BLK", "ENTREZ:640", "HGNC:1057", "MIM:191305", "MODY11", "NM_001330465", "NM_001715", "NP_001317394", "NP_001706", "XM_011543824", "XM_011543825", "XM_011543827", "XM_011543828", "XM_011543829", "XP_011542126", "XP_011542127", "XP_011542129", "XP_011542130", "XP_011542131"]	NCBI:txid9606
ENSG00000136574	GATA4	GATA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:4173]	["ASD2", "ENTREZ:2626", "GATA binding protein 4", "GATA4", "HGNC:4173", "MIM:600576", "NM_001308093", "NM_001308094", "NM_001374273", "NM_001374274", "NM_002052", "NP_001295022", "NP_001295023", "NP_001361202", "NP_001361203", "NP_002043", "TACHD", "TOF", "VSD1", "XM_005272385", "XM_011543817", "XM_011543818", "XP_005272442", "XP_011542119", "XP_011542120"]	NCBI:txid9606
ENSG00000136628	EPRS1	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]	["EARS", "ENTREZ:2058", "EPRS", "EPRS1", "GLUPRORS", "HGNC:3418", "HLD15", "MIM:138295", "NM_004446", "NP_004437", "PARS", "PIG32", "QARS", "QPRS", "XM_017000614", "XP_016856103", "glutamyl-prolyl-tRNA synthetase 1"]	NCBI:txid9606
ENSG00000136631	VPS45	vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]	["ENTREZ:11311", "H1", "H1VPS45", "HGNC:14579", "MIM:610035", "NM_001279353", "NM_001279354", "NM_001279355", "NM_007259", "NP_001266282", "NP_001266283", "NP_009190", "NR_103998", "SCN5", "VPS45", "VPS45A", "VPS45B", "VPS54A", "VSP45", "VSP45A", "XM_024452791", "XP_024308559", "XR_921733", "XR_921734", "vacuolar protein sorting 45 homolog"]	NCBI:txid9606
ENSG00000136634	IL10	interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]	["CSIF", "ENTREZ:3586", "GVHDS", "HGNC:5962", "IL-10", "IL10", "IL10A", "MIM:124092", "NM_000572", "NM_001382624", "NP_000563", "NP_001369553", "NR_168466", "NR_168467", "TGIF", "interleukin 10"]	NCBI:txid9606
ENSG00000136689	IL1RN	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]	["DIRA", "ENTREZ:3557", "HGNC:6000", "ICIL-1RA", "IL-1RN", "IL-1ra", "IL-1ra3", "IL1F3", "IL1RA", "IL1RN", "IRAP", "MIM:147679", "MVCD4", "NM_000577", "NM_001318914", "NM_001379360", "NM_173841", "NM_173842", "NM_173843", "NP_000568", "NP_001305843", "NP_001366289", "NP_776213", "NP_776214", "NP_776215", "XM_011511121", "XP_011509423", "interleukin 1 receptor antagonist"]	NCBI:txid9606
ENSG00000136695	IL36RN	interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:15561]	["ENTREZ:26525", "FIL1", "FIL1(DELTA)", "FIL1D", "HGNC:15561", "IL-36Ra", "IL1F5", "IL1HY1", "IL1L1", "IL1RP3", "IL36RA", "IL36RN", "MIM:605507", "NM_012275", "NM_173170", "NP_036407", "NP_775262", "PSORP", "PSORS14", "interleukin 36 receptor antagonist"]	NCBI:txid9606
ENSG00000136710	CCDC115	coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:HGNC:28178]	["CCDC115", "CDG2O", "ENTREZ:84317", "HGNC:28178", "MIM:613734", "NM_001321118", "NM_001321119", "NM_032357", "NP_001308047", "NP_001308048", "NP_115733", "NR_104471", "NR_135548", "ccp1", "coiled-coil domain containing 115"]	NCBI:txid9606
ENSG00000136717	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	["AMPH2", "AMPHL", "BIN1", "CNM2", "ENTREZ:274", "HGNC:1052", "MIM:601248", "NM_001320632", "NM_001320633", "NM_001320634", "NM_001320640", "NM_001320641", "NM_001320642", "NM_004305", "NM_139343", "NM_139344", "NM_139345", "NM_139346", "NM_139347", "NM_139348", "NM_139349", "NM_139350", "NM_139351", "NP_001307561", "NP_001307562", "NP_001307563", "NP_001307569", "NP_001307570", "NP_001307571", "NP_004296", "NP_647593", "NP_647594", "NP_647595", "NP_647596", "NP_647597", "NP_647598", "NP_647599", "NP_647600", "NP_647601", "SH3P9", "bridging integrator 1"]	NCBI:txid9606
ENSG00000136720	HS6ST1	heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]	["ENTREZ:9394", "HGNC:5201", "HH15", "HS6ST", "HS6ST1", "MIM:604846", "NM_004807", "NP_004798", "heparan sulfate 6-O-sulfotransferase 1"]	NCBI:txid9606
ENSG00000136732	GYPC	glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]	["CD236", "CD236R", "ENTREZ:2995", "GE", "GPC", "GPD", "GYPC", "GYPD", "HGNC:4704", "MIM:110750", "NM_001256584", "NM_002101", "NM_016815", "NP_001243513", "NP_002092", "NP_058131", "PAS-2", "PAS-2'", "XM_006712460", "XP_006712523", "glycophorin C (Gerbich blood group)"]	NCBI:txid9606
ENSG00000136758	YME1L1	YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843]	["ENTREZ:10730", "FTSH", "HGNC:12843", "MEG4", "MIM:607472", "NM_001253866", "NM_014263", "NM_139312", "NM_139313", "NP_001240795", "NP_055078", "NP_647473", "OPA11", "PAMP", "XM_011519300", "XP_011517602", "YME1 like 1 ATPase", "YME1L", "YME1L1"]	NCBI:txid9606
ENSG00000136802	LRRC8A	leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]	["AGM5", "ENTREZ:56262", "HGNC:19027", "LRRC8", "LRRC8A", "MIM:608360", "NM_001127244", "NM_001127245", "NM_019594", "NP_001120716", "NP_001120717", "NP_062540", "SWELL1", "XM_005252095", "XM_005252096", "XM_006717186", "XM_011518863", "XM_011518864", "XM_011518865", "XP_005252152", "XP_005252153", "XP_006717249", "XP_011517165", "XP_011517166", "XP_011517167", "leucine rich repeat containing 8 VRAC subunit A"]	NCBI:txid9606
ENSG00000136827	TOR1A	torsin family 1 member A [Source:HGNC Symbol;Acc:HGNC:3098]	["AMC5", "DQ2", "DYT1", "ENTREZ:1861", "HGNC:3098", "MIM:605204", "NM_000113", "NP_000104", "TOR1A", "XR_929731", "torsin family 1 member A"]	NCBI:txid9606
ENSG00000136830	NIBAN2	niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282]	["C9orf88", "ENTREZ:64855", "FAM129B", "HGNC:25282", "MEG-3", "MIM:614045", "MINERVA", "NIBAN2", "NM_001035534", "NM_022833", "NP_001030611", "NP_073744", "OC58", "XM_005252135", "XM_011518925", "XP_005252192", "XP_011517227", "bA356B19.6", "niban apoptosis regulator 2"]	NCBI:txid9606
ENSG00000136854	STXBP1	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]	["DEE4", "ENTREZ:6812", "HGNC:11444", "MIM:602926", "MUNC18-1", "N-Sec1", "NM_001032221", "NM_001374306", "NM_001374307", "NM_001374308", "NM_001374309", "NM_001374310", "NM_001374311", "NM_001374312", "NM_001374313", "NM_001374314", "NM_001374315", "NM_003165", "NP_001027392", "NP_001361235", "NP_001361236", "NP_001361237", "NP_001361238", "NP_001361239", "NP_001361240", "NP_001361241", "NP_001361242", "NP_001361243", "NP_001361244", "NP_003156", "NSEC1", "P67", "RBSEC1", "STXBP1", "UNC18", "syntaxin binding protein 1", "unc-18A", "unc18-1"]	NCBI:txid9606
ENSG00000136861	CDK5RAP2	CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]	["C48", "CDK5 regulatory subunit associated protein 2", "CDK5RAP2", "Cep215", "ENTREZ:55755", "HGNC:18672", "MCPH3", "MIM:608201", "NM_001011649", "NM_001272039", "NM_018249", "NP_001011649", "NP_001258968", "NP_060719", "NR_073554", "NR_073555", "NR_073556", "NR_073557", "NR_073558", "XM_006717182", "XM_006717185", "XM_011518860", "XM_017014921", "XM_017014922", "XM_017014923", "XM_017014924", "XP_006717245", "XP_006717248", "XP_011517162", "XP_016870410", "XP_016870411", "XP_016870412", "XP_016870413", "XR_001746351"]	NCBI:txid9606
ENSG00000136869	TLR4	toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]	["ARMD10", "CD284", "ENTREZ:7099", "HGNC:11850", "MIM:603030", "NM_003266", "NM_138554", "NM_138556", "NM_138557", "NP_003257", "NP_612564", "NP_612567", "TLR-4", "TLR4", "TOLL", "toll like receptor 4"]	NCBI:txid9606
ENSG00000136872	ALDOB	aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]	["ALDB", "ALDO2", "ALDOB", "ENTREZ:229", "HGNC:417", "MIM:612724", "NM_000035", "NP_000026", "aldolase", "fructose-bisphosphate B"]	NCBI:txid9606
ENSG00000136875	PRPF4	pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]	["ENTREZ:9128", "HGNC:17349", "HPRP4", "HPRP4P", "MIM:607795", "NM_001244926", "NM_001322266", "NM_001322267", "NM_004697", "NP_001231855", "NP_001309195", "NP_001309196", "NP_004688", "NR_136265", "NR_136266", "PRP4", "PRPF4", "Prp4p", "RP70", "SNRNP60", "pre-mRNA processing factor 4"]	NCBI:txid9606
ENSG00000136881	BAAT	bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]	["BAAT", "BACAT", "BACD1", "BAT", "ENTREZ:570", "HCHO", "HGNC:932", "MIM:602938", "NM_001127610", "NM_001374715", "NM_001701", "NP_001121082", "NP_001361644", "NP_001692", "bile acid-CoA:amino acid N-acyltransferase"]	NCBI:txid9606
ENSG00000136888	ATP6V1G1	ATPase H+ transporting V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864]	["ATP6G", "ATP6G1", "ATP6GL", "ATP6J", "ATP6V1G1", "ATPase H+ transporting V1 subunit G1", "ENTREZ:9550", "HGNC:864", "MIM:607296", "NM_004888", "NP_004879", "Vma10"]	NCBI:txid9606
ENSG00000136928	GABBR2	gamma-aminobutyric acid type B receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:4507]	["DEE59", "EIEE59", "ENTREZ:9568", "GABABR2", "GABBR2", "GPR51", "GPRC3B", "HG20", "HGNC:4507", "HRIHFB2099", "MIM:607340", "NDPLHS", "NM_005458", "NP_005449", "XM_005252316", "XM_017015331", "XM_017015332", "XP_005252373", "XP_016870820", "XP_016870821", "gamma-aminobutyric acid type B receptor subunit 2"]	NCBI:txid9606
ENSG00000136930	PSMB7	proteasome 20S subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544]	["ENTREZ:5695", "HGNC:9544", "MIM:604030", "NM_002799", "NP_002790", "PSMB7", "Z", "proteasome 20S subunit beta 7"]	NCBI:txid9606
ENSG00000136931	NR5A1	nuclear receptor subfamily 5 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7983]	["AD4BP", "ELP", "ENTREZ:2516", "FTZ1", "FTZF1", "HGNC:7983", "MIM:184757", "NM_004959", "NP_004950", "NR5A1", "POF7", "SF-1", "SF1", "SPGF8", "SRXX4", "SRXY3", "hSF-1", "nuclear receptor subfamily 5 group A member 1"]	NCBI:txid9606
ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12814]	["ENTREZ:7507", "HGNC:12814", "MIM:611153", "NM_000380", "NM_001354975", "NP_000371", "NP_001341904", "NR_027302", "NR_149091", "NR_149092", "NR_149093", "NR_149094", "XM_006717278", "XP1", "XPA", "XPA", "DNA damage recognition and repair factor", "XPAC", "XP_006717341"]	NCBI:txid9606
ENSG00000136939	OR1L4	olfactory receptor family 1 subfamily L member 4 [Source:HGNC Symbol;Acc:HGNC:8216]	["ENTREZ:254973", "HGNC:8216", "NM_001005235", "NP_001005235", "OR1L4", "OR1L5", "OR9-29", "OR9-E", "OST046", "olfactory receptor family 1 subfamily L member 4"]	NCBI:txid9606
ENSG00000136942	RPL35	ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]	["DBA19", "ENTREZ:11224", "HGNC:10344", "L35", "MIM:618315", "NM_007209", "NP_009140", "RPL35", "ribosomal protein L35"]	NCBI:txid9606
ENSG00000136943	CTSV	cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	["CATL2", "CTSL2", "CTSU", "CTSV", "ENTREZ:1515", "HGNC:2538", "MIM:603308", "NM_001201575", "NM_001333", "NP_001188504", "NP_001324", "cathepsin V"]	NCBI:txid9606
ENSG00000136944	LMX1B	LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]	["ENTREZ:4010", "FSGS10", "HGNC:6654", "LIM homeobox transcription factor 1 beta", "LMX1.2", "LMX1B", "MIM:602575", "NM_001174146", "NM_001174147", "NM_002316", "NPS1", "NP_001167617", "NP_001167618", "NP_002307"]	NCBI:txid9606
ENSG00000136982	DSCC1	DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]	["DCC1", "DNA replication and sister chromatid cohesion 1", "DSCC1", "ENTREZ:79075", "HGNC:24453", "MIM:613203", "NM_024094", "NP_076999", "XM_005251065", "XP_005251122"]	NCBI:txid9606
ENSG00000137040	RANBP6	RAN binding protein 6 [Source:HGNC Symbol;Acc:HGNC:9851]	["ENTREZ:26953", "HGNC:9851", "NM_001243202", "NM_001243203", "NM_012416", "NP_001230131", "NP_001230132", "NP_036548", "RAN binding protein 6", "RANBP6", "XM_017014624", "XP_016870113"]	NCBI:txid9606
ENSG00000137055	PLAA	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]	["DOA1", "ENTREZ:9373", "HGNC:9043", "MIM:603873", "NDMSBA", "NM_001031689", "NM_001321546", "NM_004253", "NP_001026859", "NP_001308475", "PLA2P", "PLAA", "PLAP", "XM_011518072", "XM_017015319", "XP_011516374", "XP_016870808", "XR_001746420", "phospholipase A2 activating protein"]	NCBI:txid9606
ENSG00000137074	APTX	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]	["AOA", "AOA1", "APTX", "AXA1", "EAOH", "ENTREZ:54840", "EOAHA", "FHA-HIT", "HGNC:15984", "MIM:606350", "NM_001195248", "NM_001195249", "NM_001195250", "NM_001195251", "NM_001195252", "NM_001195254", "NM_001368995", "NM_001368996", "NM_001368997", "NM_001368998", "NM_001368999", "NM_001369000", "NM_001369001", "NM_001369002", "NM_001369003", "NM_001369004", "NM_001369005", "NM_001369006", "NM_001370669", "NM_001370670", "NM_001370673", "NM_017692", "NM_175069", "NM_175072", "NM_175073", "NP_001182177", "NP_001182178", "NP_001182179", "NP_001182180", "NP_001182181", "NP_001182183", "NP_001355924", "NP_001355925", "NP_001355926", "NP_001355927", "NP_001355928", "NP_001355929", "NP_001355930", "NP_001355931", "NP_001355932", "NP_001355933", "NP_001355934", "NP_001355935", "NP_001357598", "NP_001357599", "NP_001357602", "NP_778239", "NP_778243", "NR_036577", "NR_160920", "NR_160921", "NR_160922", "NR_160923", "NR_160924", "NR_160925", "NR_160926", "NR_160927", "NR_160928", "NR_160929", "NR_160930", "NR_160931", "XM_011517938", "XM_017014831", "XM_017014832", "XM_017014833", "XM_017014836", "XM_024447578", "XP_011516240", "XP_016870320", "XP_016870321", "XP_016870322", "XP_016870325", "XP_024303346", "XR_001746325", "XR_001746326", "XR_929276", "XR_929277", "XR_929279", "aprataxin"]	NCBI:txid9606
